ENCODED_MCT,dtw_cluster,HPSN_MCT_ZCD_NM
9E161EE38E,3,동남아/인도음식
9E1B58CB83,1,한식-단품요리일반
9E2D544C88,2,포장마차
9E304D405E,1,일식당
9E3A686B70,3,베이커리
9E3D0E7F50,3,동남아/인도음식
9E3E2C654F,2,커피전문점
9E4161542A,1,식료품
9E60F0517D,2,반찬
9E656CB539,3,축산물
9E719E496C,2,카페
9ED42062FD,0,카페
9EE29A7918,0,수산물
9F05CCB29C,2,농산물
9F081EE339,0,호프/맥주
9F2544F7AA,2,피자
9F2719B624,1,요리주점
9F35038F41,3,일식-샤브샤브
9F3DC019F2,0,한정식
9F42371A46,2,커피전문점
9F5031D2E1,3,일반 유흥주점
9F524F74CC,1,한식-해물/생선
9F5EE1AC15,1,치킨
9F71F05B15,2,한식-단품요리일반
9F7E6E0B21,0,카페
9F920B9CA9,0,베이커리
9FA86D6876,3,한식-국수/만두
9FBE5BF7CF,1,커피전문점
9FE4CA2E40,2,중식당
9FF4B1EA10,3,일식당
9FF6A227B7,1,한식-단품요리일반
9FF9872DBD,0,치킨
9FFE31B3A0,2,꼬치구이
A026B58660,1,양식
A03C9ACB92,3,한식-육류/고기
A05282EFE7,3,식료품
A0615EE5D9,2,한식-단품요리일반
A08E13694C,0,백반/가정식
A0995D635E,1,축산물
A0A1FF8F0B,3,카페
A0BBC6838F,1,축산물
A0C37B29DA,1,축산물
A0CE4F5DE8,1,식료품
A0EB1A75A7,1,한식-단품요리일반
A0ECC5DBE5,3,샌드위치/토스트
A0EDA785C0,0,요리주점
A0F7C57228,2,한식-해물/생선
A0FFF7EBFF,1,일식당
A107D94EC1,1,호프/맥주
A117CDA53E,2,한식-단품요리일반
A149A462C3,3,아이스크림/빙수
A153724F2C,2,일반 유흥주점
A1546D188A,1,한식-육류/고기
A162796238,0,한식-육류/고기
A17BCB86AE,0,한식-육류/고기
A1886B3C8E,1,카페
A194A2CDE5,1,농산물
A1A28A186C,3,일반 유흥주점
A1A793329B,1,샌드위치/토스트
A1B1D7C33E,3,일식-덮밥/돈가스
A1B826773C,1,축산물
A1DD765AC4,3,한식-찌개/전골
A1EFA7F3A4,1,반찬
A1FFD25FC7,2,한식-육류/고기
A23C892A48,3,수산물
A242CDED34,3,한식-육류/고기
A248404D2E,1,이자카야
A256E0BDFC,1,한식-육류/고기
A294998B2B,0,분식
A2974AB3F0,1,축산물
A29B6BBC99,3,양식
A2A41AAC50,0,카페
A2BE23B78B,2,주류
A2C52B6B6A,2,한식-단품요리일반
A2D9C941A9,0,커피전문점
A2DEC8B8B8,0,식료품
A2E3C22A56,0,한식-국밥/설렁탕
A2ECEC9C8C,3,축산물
A2F31AB139,3,한식-단품요리일반
A306307EAE,2,백반/가정식
A317F15BD9,1,한식-단품요리일반
A31F4B0838,1,와인바
A3298F3389,3,백반/가정식
A33442D657,1,카페
A3550D0BEC,2,일식-덮밥/돈가스
A35823D681,2,베이커리
A364FF986F,3,일반 유흥주점
A3729FF322,2,한식-해물/생선
A3801B70AE,3,분식
A40A42D539,1,백반/가정식
A412739857,3,카페
A41AFFA748,2,한식-육류/고기
A42F386CE4,2,포장마차
A4369EE806,1,반찬
A43C78D6AE,0,백반/가정식
A43D9F5A0D,0,베이커리
A4554B2296,2,한식-육류/고기
A462C0C36E,1,식료품
A479497AF2,2,일식-우동/소바/라면
A4A1BC46DF,2,카페
A4A6A57812,0,한식-육류/고기
A4B6E8F2A9,3,농산물
A4B767188E,0,한식-해물/생선
A4B8D9B260,3,이자카야
A4CF81DD03,2,한식-육류/고기
A4D5BDDEDF,2,백반/가정식
A4FE771AB2,2,호프/맥주
A50A5265C1,2,카페
A523C21333,0,일반 유흥주점
A5252A18CF,1,축산물
A54A81ABB2,2,한식-냉면
A54C5C9D46,0,백반/가정식
A55F21CAF1,1,백반/가정식
A5655985BD,2,백반/가정식
A565901532,2,베이커리
A5905A359E,1,피자
A5BF54D22B,0,인삼제품
A5C5B7E719,0,반찬
A5D4128C49,2,한식-단품요리일반
A5DA4E1003,2,양식
A5DC44A844,0,카페
A5FE1B0CC9,0,한식-단품요리일반
A60B207360,2,한식-국수/만두
A61BA685E8,0,한식-해물/생선
A62225962A,2,피자
A6277E8E47,1,축산물
A6324E2F43,0,한식-단품요리일반
A65F31C273,2,아이스크림/빙수
A66BAF7A4E,2,일식당
A66E664F52,0,한식-단품요리일반
A690F78364,1,수산물
A6964F8879,1,축산물
A69C8FE49A,3,일식-샤브샤브
A6A47A48A2,3,양식
A6BE3DEBC5,1,일식당
A6CA3DD492,1,주류
A6D6C995BD,3,백반/가정식
A6EA097570,1,요리주점
A6EB992C6A,3,청과물
A6EDA7FB67,2,떡/한과 제조
A6FFB4295C,2,백반/가정식
A72A1DD952,1,베이커리
A730AA5039,1,햄버거
A7429A4A77,1,축산물
A75CE5A018,0,축산물
A776C445D3,3,햄버거
A787679642,1,카페
A7882F4EF8,2,치킨
A78C867800,3,중식당
A7B5BBED77,3,한식-국수/만두
A7BC78E695,2,카페
A7C2307794,2,한식-두부요리
A7C2991F57,3,일식-덮밥/돈가스
A7CC40BE1E,2,한식-해물/생선
A7CC582C60,0,베이커리
A7D92FCCC6,2,한식-단품요리일반
A7E8121B70,0,분식
A7F9CAA110,0,한식-육류/고기
A806AFD650,3,베이커리
A8288C7C45,2,이자카야
A849839BC8,1,축산물
A864979D3D,1,양식
A869CB21ED,0,한식-육류/고기
A8709C1FC5,0,축산물
A882497D4A,1,식품 제조
A88840BB81,0,한식뷔페
A88E00AF74,2,베이커리
A8934A6565,2,분식
A89BEC57A0,0,커피전문점
A8A809016A,1,카페
A8B5572DE8,0,백반/가정식
A8D93F0376,2,식료품
A8F5102FC7,2,백반/가정식
A902A53272,2,분식
A92168F09C,0,분식
A9242223C7,0,포장마차
A92743CA52,1,카페
A93F318601,0,요리주점
A973A20431,2,양식
A9897F7C55,3,주스
A9A709201B,0,햄버거
A9B8207363,1,카페
A9C97F11F5,1,한식-단품요리일반
A9E4FFF531,2,한식-국수/만두
A9EDBF95B0,1,한식-육류/고기
A9F6CC9185,2,호프/맥주
A9FCCF1023,1,호프/맥주
AA00E76A54,0,베이커리
AA062AE1FC,0,일식-덮밥/돈가스
AA108C530C,1,포장마차
AA2334143C,2,한식-찌개/전골
AA24604161,0,일식-우동/소바/라면
AA315D04DD,0,식료품
AA351B2BFF,3,커피전문점
AA429ED22A,2,호프/맥주
AA5A44BFF2,2,한식-육류/고기
AA673185F3,1,백반/가정식
AA8C19329D,2,중식당
AAA62C4412,1,햄버거
AAA80B422A,2,이자카야
AAB23F8C3E,1,동남아/인도음식
AAC0448147,3,한식-국밥/설렁탕
AAC3D4597D,1,축산물
AAE6F17DA3,1,한식-해물/생선
AAEED00881,1,축산물
AB0716250B,1,한식-육류/고기
AB0A569DCA,2,호프/맥주
AB0B0395C8,3,일식당
AB68D92311,0,치킨
AB7C12DD2E,0,축산물
AB86B46958,3,축산물
AB962133CC,2,한식-국수/만두
AB9C75D921,1,호프/맥주
AB9E1046C2,1,청과물
ABB4516DD1,2,축산물
ABBBDF19AC,1,아이스크림/빙수
ABD0A001AF,3,요리주점
ABD2B4F420,2,치킨
ABD760AB85,3,한식-단품요리일반
AC38610082,1,일반 유흥주점
AC3DCE45BE,2,커피전문점
AC58EEAF8F,1,피자
AC6B3827B8,0,한식-육류/고기
AC6E8AC491,2,축산물
AC70EA0FCD,2,중식당
AC8D66E0C8,1,백반/가정식
AC98B923AE,2,아이스크림/빙수
ACA6852B94,3,식료품
ACC0BA1B1B,1,한식-육류/고기
ACC89DAC44,1,축산물
ACD79FDC67,1,한식-국밥/설렁탕
ACDE665CFC,2,치킨
ACEE39AB64,3,베이커리
ACEF75732F,2,중식당
AD016521BB,2,치킨
AD045C18E5,1,카페
AD0F358619,2,카페
AD22A7162D,2,축산물
AD3A7FC51E,2,중식당
AD4AB01B65,2,일식당
AD57E72BC9,0,카페
AD5BBEFD72,1,일식-우동/소바/라면
AD5F5FFA6F,2,호프/맥주
AD692634A2,2,한식-단품요리일반
AD8ADF090E,2,분식
AD9274D19D,3,일식당
AD98FC8B76,1,룸살롱/단란주점
ADD9CCF7A2,2,백반/가정식
ADE05152B3,2,일반 유흥주점
ADF92BAABD,1,한식-육류/고기
ADFA98CFBF,1,분식
AE0203735E,1,한식-육류/고기
AE28C5ED57,3,치킨
AE41AF8C70,0,한식-단품요리일반
AE54B681DC,2,카페
AE732EF39B,1,요리주점
AE73D0174A,1,일식당
AE8886AFC8,2,한식-해물/생선
AE9390EB40,1,축산물
AE9397E158,0,분식
AEA94BDAF5,2,한식-단품요리일반
AEC1C59A9D,3,중식-딤섬/중식만두
AEDB32EDA4,1,축산물
AEE017222D,2,한식-해물/생선
AEE4ACBA39,0,한식-단품요리일반
AEF0DF6708,0,커피전문점
AF043B6773,2,중식당
AF1096FAF2,3,일식-덮밥/돈가스
AF12407D8A,2,카페
AF1AD2ECAD,2,중식당
AF202842B3,1,카페
AF2404C4F8,2,한식-단품요리일반
AF2688FD34,2,한식-육류/고기
AFD575EAD3,0,축산물
AFD6BFB090,2,한식-육류/고기
AFFE78AA17,1,축산물
B00E0D8C60,3,한식-육류/고기
B0177B88BD,1,한식뷔페
B017B263BC,0,베이커리
B01C36F034,0,일식당
B021B15DA5,0,햄버거
B0292898CE,1,한식-육류/고기
B03818B768,1,일식당
B05164E417,2,백반/가정식
B05183195E,2,한식-단품요리일반
B06B36EBCC,2,한식-육류/고기
B0733AADEF,0,한식-찌개/전골
B08C05B8DC,1,한식-국밥/설렁탕
B0A495C967,2,치킨
B0A6B628D3,0,커피전문점
B0B5E9F0A8,0,한식-국수/만두
B0BF2F0AB2,1,카페
B0C882072B,2,호프/맥주
B0E400DBAB,2,한식-해물/생선
B0FAF5B316,3,떡/한과 제조
B101875C3F,3,샌드위치/토스트
B113A0DC35,1,카페
B11D3238E3,0,한식-육류/고기
B14CA968AE,3,백반/가정식
B162012869,1,일식당
B1640E51DF,1,한식-단품요리일반
B16991A830,3,한식-단품요리일반
B169AE01FF,2,백반/가정식
B170208380,0,피자
B17C13DDBE,3,양식
B1A685CB2A,3,카페
B1A8FD3571,2,피자
B1AD8ED803,3,한식-해물/생선
B1B6F5EE0C,2,일식당
B1EF04652A,2,한식-육류/고기
B1F6E35E99,3,한식-육류/고기
B2097EA52F,3,백반/가정식
B215092E54,3,분식
B2240E407A,0,카페
B2319196A9,3,커피전문점
B23694E88A,1,축산물
B2378AFA3D,0,한식-감자탕
B239A919FA,3,축산물
B24D425CDE,2,분식
B258F812BE,2,일식당
B2672BB7CB,3,한식-육류/고기
B269C5084C,1,양식
B2781768EE,1,카페
B2A47557AD,3,치킨
B2A570260C,0,식품 제조
B2AFB01CC4,1,한식-단품요리일반
B2B0A6FE69,1,축산물
B2DA05F4F2,1,한식-단품요리일반
B2E0EBD449,2,한식-국밥/설렁탕
B2FEC8DC0B,1,축산물
B2FF6DD7D1,3,일반 유흥주점
B30333D048,1,치킨
B3116E5135,0,치킨
B3301EF2AC,1,한식-냉면
B331A6B056,3,분식
B33DBE6CAA,0,한식-찌개/전골
B34F7214E8,0,요리주점
B3517137A0,0,한식-육류/고기
B35562BF7A,0,한식-육류/고기
B360E93D13,3,식료품
B3628DE20B,2,와인샵
B372695116,3,백반/가정식
B384999F4C,0,중식당
B3A70AB07E,1,백반/가정식
B3A7F2509A,1,축산물
B3CE00A387,2,한식-육류/고기
B3DAD00A6C,3,카페
B3E898AB24,2,도시락
B3F2BA9905,2,백반/가정식
B3FEDC6A1C,3,한식-육류/고기
B437763A97,3,카페
B4760EE910,2,호프/맥주
B4A7FA3204,0,건강식품
B4AE01B8FB,2,축산물
B4C8D0B6AD,0,카페
B4F160AD97,1,와인바
B4FE75E894,0,식료품
B50F3C905B,2,백반/가정식
B51D3CC6E0,1,백반/가정식
B528BA693F,3,한식-단품요리일반
B53E9730C4,2,아이스크림/빙수
B53EDBB2ED,1,한식-단품요리일반
B54D21E03E,3,한식-단품요리일반
B54DCE8BEF,3,식료품
B584924DB0,0,식품 제조
B5985767EC,0,농산물
B5A64F8167,1,한식-육류/고기
B5A87E019D,1,요리주점
B5AD8350EE,2,한식-찌개/전골
B5AFB737F5,2,카페
B5B9521F58,3,한식-육류/고기
B5D809A744,2,한식-국밥/설렁탕
B5DDFE115A,3,식료품
B5E96D7BB4,2,카페
B5F66DDC32,1,일식-우동/소바/라면
B5FA7D1201,0,주류
B602E6FF55,2,인삼제품
B615F252E2,0,베이커리
B638F301B1,2,식료품
B64B92DCCE,2,식료품
B6660D3A83,0,한식-육류/고기
B671472E12,2,백반/가정식
B683D261A6,2,치킨
B6B2A9463B,0,일식당
B6B42FF4A3,2,백반/가정식
B6CBC8DA9A,3,이자카야
B6CE608009,3,식료품
B6D9ACF9C9,1,축산물
B6EC787096,0,축산물
B72212ED1C,1,요리주점
B72347F20F,3,한식-단품요리일반
B723E3740D,1,일식-참치회
B7277086F3,2,축산물
B74BDE56CF,2,식료품
B7564CFF4B,1,한식-단품요리일반
B75F0C155E,1,식품 제조
B78082EBDD,0,베이커리
B791125FD3,3,청과물
B7958D77E3,1,동남아/인도음식
B7970DDBAC,1,건어물
B79977740A,2,식료품
B7A05D56C7,2,한식-육류/고기
B7AFE65713,2,동남아/인도음식
B7BB25BF59,0,룸살롱/단란주점
B7BCECAB53,3,한식-육류/고기
B7C0ECA3FB,2,한식-국수/만두
B7C6FE8E60,3,카페
B7D36E4B91,0,일식-덮밥/돈가스
B7E1268177,0,떡/한과 제조
B7E66CE21B,1,반찬
B81D338DB6,1,축산물
B870F34E7B,0,한식-냉면
B8787E12FB,1,호프/맥주
B87969F843,2,한식-육류/고기
B88DBA7876,1,테마카페
B89447A3C4,1,중식당
B897002DD3,2,햄버거
B8A531489A,3,축산물
B8C1E9F4C6,3,카페
B8D4C536C4,1,한식-단품요리일반
B8DFA92D86,0,호프/맥주
B8F11300C9,0,카페
B8F3A35930,2,양식
B90AD96CF9,2,양식
B918A3FB98,1,카페
B919F9B2D5,1,요리주점
B91AFC4E86,2,치킨
B93D0BD7EA,3,한식-육류/고기
B94F386154,1,건강원
B95A7665A4,2,커피전문점
B977CB2FBC,1,한식-육류/고기
B98F4B5F96,3,베이커리
B9BF272ED9,1,한식-국수/만두
B9CF9A1A80,1,카페
B9FF00B43A,3,아이스크림/빙수
B9FFD4B49A,0,한식-해물/생선
BA01E62E84,2,한식-해물/생선
BA09699019,2,한식-육류/고기
BA2517D7FC,2,백반/가정식
BA2CC9CBB0,3,아이스크림/빙수
BA3F65BE47,3,커피전문점
BA5B405677,1,일식당
BA69E3CDB0,3,치킨
BA6E1B1FB4,3,이자카야
BA7F9E4F9A,1,일식-덮밥/돈가스
BA9B0547FD,3,커피전문점
BAACCE3A2C,2,식료품
BABA730F00,3,이자카야
BAD22BA603,1,와플/크로플
BAE4DBE504,2,한식-육류/고기
BAFFCE9B97,1,한식-국수/만두
BB0E64E609,3,한식뷔페
BB15AB32DE,2,백반/가정식
BB1FB6818D,3,식료품
BB508E9B60,0,카페
BB59A21676,0,한식-육류/고기
BB82FCB163,1,호프/맥주
BB958EC353,2,한식-육류/고기
BBA657190E,1,반찬
BBC08E8D52,1,동남아/인도음식
BBD2264CC9,0,요리주점
BBD8478BE6,2,식품 제조
BBE10BA891,0,백반/가정식
BBE9114104,2,양식
BBEBA8E04B,2,한식-찌개/전골
BC04FDC81C,1,카페
BC088F9E92,2,중식당
BC1CC776B0,1,축산물
BC2FFDF526,0,한식-육류/고기
BC38E02E89,2,한식-찌개/전골
BC3B472D8E,3,카페
BC73C4C3E0,1,백반/가정식
BC7E71B9C9,3,한식-단품요리일반
BC8AC58034,2,한식-육류/고기
BCA89C9A13,1,카페
BCB8BCC1D2,1,커피전문점
BCC0F33208,1,백반/가정식
BCCC2086A0,3,한식-국수/만두
BCE250D47B,1,농산물
BCEE2D09FD,1,축산물
BD1918BD51,0,백반/가정식
BD1FD7F407,2,분식
BD237E8126,2,카페
BD50B5B681,2,한식-단품요리일반
BD59CF16DF,2,호프/맥주
BD5BCD8BE2,2,요리주점
BD61CF1C6B,1,축산물
BD730ED969,2,카페
BD7955F77D,1,분식
BD8A0F6D76,1,담배
BD97D048D7,2,축산물
BDB8AA2BA9,3,식료품
BDC0AED34F,2,커피전문점
BDC1AFBD07,2,백반/가정식
BDCFBDEA2B,2,한식-육류/고기
BDD7EBEC25,1,카페
BDDF5CFB2D,0,축산물
BDEBB09D4F,1,한식-육류/고기
BDF140D87B,0,미곡상
BE0A7DD7AB,2,커피전문점
BE122C35E1,0,한식-단품요리일반
BE1E68810C,0,한식-단품요리일반
BE1F11407F,0,한식-육류/고기
BE22760D64,2,한식-육류/고기
BE39038248,1,베이커리
BE3EAEA415,0,한식-국수/만두
BE3F9032F3,2,베이커리
BE527144E5,2,아이스크림/빙수
BE646F48C4,1,카페
BE6D091D98,0,백반/가정식
BE795585AC,2,분식
BE7CFBC6B2,1,와인바
BE7D01F20E,2,한식-육류/고기
BE8BE0B9CF,2,카페
BE9777DE4A,3,커피전문점
BE98ECE2C2,3,축산물
BEC769D20C,3,일반 유흥주점
BECBEDC4A9,1,양식
BEF8CE3173,3,한식-찌개/전골
BEFB51F3ED,2,한식-감자탕
BEFC627F89,1,한식-단품요리일반
BEFEB9CFAD,2,한식-국밥/설렁탕
BEFFE2D107,1,중식당
BF08598BF2,1,수산물
BF12B3B125,1,식료품
BF43B6D3DA,0,카페
BF6A6456AB,3,한식-육류/고기
BF702C4B97,1,와인바
BF872A7E89,0,카페
BF88411DC5,1,식료품
BF88DF05E7,1,식료품
BF8AD0410C,3,분식
BF8F8AFC4B,1,카페
BF95976F07,3,커피전문점
BF9955B7C9,0,카페
BF9A1F66F9,1,식료품
BFA11D536A,2,호프/맥주
BFA2953286,1,일식-덮밥/돈가스
BFA619CF5E,1,농산물
BFC08ED8B3,2,한식-단품요리일반
BFD54A2373,1,한식-냉면
BFD597B479,1,한식-국밥/설렁탕
BFDC273AED,2,커피전문점
BFFAC4B600,1,한식-육류/고기
C01850577F,2,백반/가정식
C02F2D3CAA,2,일식당
C04BD1DD58,0,식료품
C04EA4122D,3,백반/가정식
C058744372,2,식료품
C05AB78A24,1,인삼제품
C068094A9E,3,한식-육류/고기
C078C96A10,1,카페
C07C0292B5,3,식료품
C08E57AC76,2,한식-찌개/전골
C0A51FB362,1,동남아/인도음식
C0B5FF000E,1,한식-단품요리일반
C0CA103816,0,미곡상
C0E191132C,2,한식-해물/생선
C0FFD3E7B0,3,와인바
C11AF827CF,3,백반/가정식
C12009C4BE,1,양식
C1259FB5AB,1,한식-육류/고기
C135324315,0,수산물
C15C0FAF26,2,청과물
C15F41870C,3,포장마차
C168E9F433,1,축산물
C174E3CA47,3,치킨
C1853F0228,0,한식-해물/생선
C18835BA2E,0,포장마차
C18C547370,2,양식
C1A729DDD7,1,요리주점
C1B6121B9C,1,베이커리
C1C06DF70A,0,아이스크림/빙수
C1C2E714D4,1,백반/가정식
C1C544732B,1,주류
C1C5F1B907,0,백반/가정식
C1CF5ADDEC,0,치킨
C1D8EF8820,1,이자카야
C1E11E7838,2,담배
C1FA7755FC,2,백반/가정식
C21A5454F4,1,미곡상
C21D7968F4,3,치킨
C2207433F7,1,도시락
C22422FD12,3,치킨
C224A1BCA1,2,한식-육류/고기
C2261977A8,3,축산물
C229B393D6,1,인삼제품
C22B08730F,2,호프/맥주
C241964DED,0,식품 제조
C256EA2AC7,1,중식당
C265B15B41,2,백반/가정식
C26F430D81,1,미곡상
C2738D1B5D,2,피자
C2917321B5,3,카페
C2A4BBE3AF,1,룸살롱/단란주점
C2A525F314,2,일반 유흥주점
C2F9610A34,2,아이스크림/빙수
C30C25CDA5,1,축산물
C30D7020C4,0,주류
C31C533DC4,3,백반/가정식
C3358FB0BB,2,햄버거
C33E478AD0,0,백반/가정식
C356A661EB,1,호프/맥주
C372007CE6,2,한식-단품요리일반
C37E3670B1,2,식료품
C380136CEA,2,양식
C3BF4915D5,1,양식
C3CE191BFB,0,이자카야
C3D19B4AAD,1,한식-해물/생선
C3D4010F52,3,카페
C3D51FA850,1,양식
C3E5582C1B,0,분식
C3E6D8B14F,1,인삼제품
C3EB37225E,2,한식-단품요리일반
C40079D748,0,식료품
C41A3932CE,3,백반/가정식
C42A4207F3,2,농산물
C432317FC6,0,한식-해물/생선
C45383D8D3,1,일식당
C45BC175C8,0,커피전문점
C46428C39E,1,농산물
C47DE85D62,0,식료품
C4A3CC1A88,2,한식-단품요리일반
C4B01C15B0,2,중식당
C4B2112114,2,양식
C4BF630797,1,양식
C4EB3CD558,0,식료품
C506E14D73,0,한식-국수/만두
C508123D9A,0,중식당
C525E44DDB,2,축산물
C530609FDA,2,한식-육류/고기
C534CA7692,2,한식-육류/고기
C537E1C417,1,떡/한과 제조
C53BCF7844,3,한식-단품요리일반
C549675902,1,축산물
C56839C38F,2,백반/가정식
C59F032CAC,0,샌드위치/토스트
C5BB2467D5,1,일식당
C5BFDBE81E,1,한식-육류/고기
C5C7C7B0FE,1,백반/가정식
C5CAC5BC9E,3,식료품
C5CC45C4BE,2,치킨
C5DBF39698,2,아이스크림/빙수
C5E2F46391,0,백반/가정식
C5F8521BC4,2,백반/가정식
C5FB5DF5D0,2,양식
C605E52DD9,1,식료품
C6078C61EF,0,한식-육류/고기
C6100F7EF1,2,반찬
C6363F8E19,2,커피전문점
C64FD46BFC,1,축산물
C65FEFD6D4,2,커피전문점
C67A90C6B4,1,축산물
C6A16C1225,3,한식-육류/고기
C6A7D1B09B,2,카페
C6BCB34B2F,3,카페
C6C9F3F826,1,분식
C70D8E86E1,3,베이커리
C710E8B62F,1,축산물
C719A39BCF,2,요리주점
C71D78655F,1,카페
C7323D89BF,1,일식-참치회
C74C8A6CB8,2,한식-단품요리일반
C75AC23756,2,축산물
C766BAD8FB,2,커피전문점
C76B1790F8,0,카페
C76DAFE8C1,1,카페
C7A37F14A6,3,식료품
C7B69482A3,2,카페
C7CFDB1BF1,2,한식-국밥/설렁탕
C7D707F1E2,1,축산물
C7E3B6D61A,3,한식-단품요리일반
C7EB1E8F0F,3,분식
C7F49C4961,2,카페
C800A70770,0,식료품
C818CC20CF,3,한식-육류/고기
C81BDB335C,1,한식-냉면
C829E2FF48,3,일식당
C82F7B7133,1,한식-국수/만두
C83AA6A77D,1,요리주점
C83DB3B632,1,축산물
C83F9C3B91,1,한식-단품요리일반
C8670ECB8D,3,한식-단품요리일반
C8748625BA,1,한식-육류/고기
C87781D0BD,1,한식-육류/고기
C87A5EFBD3,0,한식-냉면
C8892CAE05,2,식료품
C8A02ED0B7,1,한식-단품요리일반
C8BFE622A5,1,구내식당/푸드코트
C8DB619114,2,백반/가정식
C8E1C54769,0,한식-국수/만두
C8E76C194D,1,한식-단품요리일반
C8ECC49AA2,0,한식-해물/생선
C919038375,2,한식-육류/고기
C920395745,0,치킨
C93B3BC4D1,1,일식당
C948BD5C50,0,한식-찌개/전골
C950C04B17,1,식료품
C9550798B7,1,축산물
C95A3B0715,0,백반/가정식
C970710431,1,양식
C980A72248,3,농산물
C990B38CA7,3,베이커리
C9915FFC82,3,한식-육류/고기
C9934643AC,2,일식당
C99550815C,1,농산물
C9EC8F7695,0,백반/가정식
C9EF27B57A,2,백반/가정식
C9F99AA41B,2,백반/가정식
C9FDD0D766,2,치킨
C9FF8B2E0B,3,한식-찌개/전골
CA01F6A76C,2,요리주점
CA28FD6B8A,3,미곡상
CA3624AE85,1,반찬
CA4136E334,3,건강식품
CA43DFDEA8,2,햄버거
CA4D5857BC,0,커피전문점
CA5307D30A,2,카페
CA54464181,2,카페
CA5F53A33F,3,백반/가정식
CA60093BA7,2,기타세계요리
CA789A700E,0,백반/가정식
CA81C3788D,0,농산물
CACF934A33,0,백반/가정식
CACFB96D47,2,한식-단품요리일반
CAD1383581,2,룸살롱/단란주점
CADFDBF8E5,3,한식-육류/고기
CAF68EC2CB,2,카페
CB17914E57,3,일식당
CB2533B6A3,3,한식-해물/생선
CB2F55FC97,2,한식-육류/고기
CB3797D731,2,중식당
CB42B1688B,2,카페
CB9C109826,3,식료품
CBBE8C9ACE,0,중식당
CC1114DFB5,2,백반/가정식
CC2F434D9D,1,농산물
CC35AA9223,3,치킨
CC35F3E6A1,1,축산물
CC3A3D392C,0,동남아/인도음식
CC6E68F51E,2,한식-육류/고기
CC80B4E678,2,분식
CC85B20721,3,베이커리
CC8638F044,3,반찬
CC9BA90614,1,식료품
CCA3577DE7,2,한식-육류/고기
CCAD277073,0,룸살롱/단란주점
CCC1A20AF8,2,동남아/인도음식
CCD21AE0A4,2,한식-단품요리일반
CCD6FF6A66,0,백반/가정식
CCE28D1338,3,백반/가정식
CCFF1D98D6,2,치킨
CD0848A352,1,주스
CD0A4EA5E0,2,한식-육류/고기
CD0C6BA93A,0,양식
CD14EDE90F,0,카페
CD17D7F552,3,축산물
CD4571800C,0,카페
CD4D9C986E,2,베이커리
CD542717CA,2,식료품
CDAEDB0A25,2,커피전문점
CDD05905F4,1,축산물
CDDAE64AC2,1,한식-단품요리일반
CDDFB5390C,2,반찬
CDF016103F,1,축산물
CDFDDEE207,2,한식-단품요리일반
CE0E9B9A73,3,양식
CE23799B3A,2,한식-국밥/설렁탕
CE35329FA0,0,한식-국수/만두
CE3D519C06,2,한식-해물/생선
CE412204AA,1,한식-육류/고기
CE4E66121E,3,축산물
CE70A9427E,2,일반 유흥주점
CEC2707AF8,0,커피전문점
CECDA06CB5,0,백반/가정식
CED054F322,0,와인바
CED8E4AEE5,1,카페
CEF3D93273,0,떡/한과 제조
CEF5C00333,3,한식-해물/생선
CF090D5B8C,1,축산물
CF11E9E059,0,커피전문점
CF178591B8,0,한식-찌개/전골
CF185DF6A6,3,한식-단품요리일반
CF19A96F63,2,양식
CF4878F0AB,3,한식-육류/고기
CF7D4E4D69,0,한식-국밥/설렁탕
CF851F9D05,2,한식-단품요리일반
CF932F2737,2,백반/가정식
CF93CCB79E,2,식료품
CFA3039DF1,3,축산물
CFA4B1B1C8,1,요리주점
CFC3884DF7,0,한식-육류/고기
CFE1DBB894,2,분식
CFE95F9727,0,치킨
D01DF9EC5F,2,카페
D02B6565D1,0,한식-단품요리일반
D04449492B,3,축산물
D04EE73563,2,한식-단품요리일반
D09E2B3D82,2,한식-죽
D0ACBE7CA2,3,농산물
D0C8ACE492,1,커피전문점
D0E89E2812,3,아이스크림/빙수
D0ECE18966,2,한식-육류/고기
D10F02182E,3,청과물
D1138B8FD3,1,한식-육류/고기
D140A43C4D,1,농산물
D17F92EAE0,3,아이스크림/빙수
D197369754,0,한식-육류/고기
D19DEE1724,1,룸살롱/단란주점
D1AB16DDC4,1,축산물
D1AD4D966E,0,베이커리
D1BD109F16,1,요리주점
D1DF607320,0,한식-단품요리일반
D1EB295A18,0,백반/가정식
D20D8BF71F,2,일반 유흥주점
D218E37580,0,도시락
D21FE6A7B4,2,카페
D23184A6DD,3,한식-육류/고기
D2392DB08D,1,한식-감자탕
D267FDAB6F,0,동남아/인도음식
D2863D50C7,1,백반/가정식
D29AB82613,0,한식-육류/고기
D2C222F8FA,1,반찬
D2CDCFE2D4,1,한식-단품요리일반
D2DAE82D97,0,호프/맥주
D2E6E383CD,2,커피전문점
D2FC15A5E1,2,백반/가정식
D333ECD384,0,룸살롱/단란주점
D3477E9950,3,베이커리
D354915A15,2,한식-해물/생선
D3556C1BB8,2,분식
D395BA1A40,1,일식당
D3965999F4,2,치킨
D3A10D3E66,1,한식-단품요리일반
D3A976635B,3,중식당
D3B3CDB5D1,1,베이커리
D3B91AFDFF,1,한식-국밥/설렁탕
D3C7D7CE86,2,한식-국수/만두
D3C9F2C2F5,2,한식-국밥/설렁탕
